acclr(x),acclr(y),acclr(z),gyro(x),gyro(y),gyro(z)
0.34,-0.07,10.04,-0.03,0.07,-0.04
0.57,-0.1,8.93,-0.03,0.07,-0.04
0.66,-0.03,8.13,-0.04,0.05,-0.04
0.76,-0.1,7.49,-0.04,0.02,-0.04
0.68,-0.03,7.6,-0.05,-0.02,-0.04
0.62,-0.17,8.18,-0.06,-0.05,-0.05
0.54,-0.08,8.79,-0.07,-0.06,-0.04
0.43,-0.09,9.58,-0.07,-0.07,-0.04
0.39,-0.06,10.4,-0.07,-0.07,-0.04
0.19,-0.09,11.18,-0.06,-0.05,-0.04
0.26,-0.05,11.45,-0.05,-0.01,-0.04
0.21,-0.05,11.15,-0.04,0.03,-0.04
0.34,-0.03,10.47,-0.03,0.06,-0.04
0.44,-0.01,9.7,-0.03,0.07,-0.04
0.62,-0.06,8.7,-0.03,0.07,-0.04
0.69,-0.05,7.7,-0.04,0.04,-0.04
0.74,-0.06,7.5,-0.04,0,-0.04
0.66,-0.13,7.8,-0.06,-0.03,-0.04
0.57,-0.15,8.36,-0.06,-0.06,-0.05
0.51,-0.13,9.2,-0.07,-0.07,-0.04
0.36,-0.06,9.96,-0.07,-0.07,-0.04
0.29,-0.08,10.78,-0.06,-0.06,-0.04
0.24,-0.1,11.33,-0.05,-0.04,-0.04
0.22,-0.07,11.39,-0.05,0.01,-0.04
0.28,-0.05,10.89,-0.04,0.04,-0.04
0.4,-0.04,10.23,-0.03,0.06,-0.04
0.53,-0.06,9.24,-0.03,0.07,-0.04
0.62,-0.07,8.35,-0.04,0.06,-0.04
0.73,-0.05,7.57,-0.04,0.03,-0.04
0.71,-0.1,7.58,-0.05,-0.02,-0.04
0.64,-0.14,8,-0.06,-0.04,-0.04
0.57,-0.12,8.72,-0.07,-0.06,-0.04
0.48,-0.11,9.41,-0.07,-0.07,-0.04
0.38,-0.06,10.28,-0.07,-0.07,-0.04
0.28,-0.08,11.03,-0.06,-0.05,-0.04
0.23,-0.07,11.47,-0.05,-0.02,-0.04
0.25,-0.07,11.3,-0.05,0.02,-0.04
0.3,-0.04,10.67,-0.04,0.05,-0.04
0.5,-0.06,9.75,-0.03,0.07,-0.04
0.51,-0.08,8.91,-0.03,0.07,-0.04
0.69,-0.05,7.88,-0.04,0.05,-0.04
0.73,-0.1,7.47,-0.04,0.01,-0.04
0.7,-0.19,7.71,-0.05,-0.03,-0.04
0.62,-0.1,8.19,-0.06,-0.05,-0.04
0.49,-0.16,8.99,-0.07,-0.07,-0.05
0.48,-0.06,9.7,-0.07,-0.07,-0.04
0.27,-0.07,10.56,-0.06,-0.07,-0.04
0.32,-0.11,11.21,-0.05,-0.04,-0.04
0.16,-0.04,11.47,-0.05,-0.01,-0.04
0.31,-0.05,11.11,-0.04,0.03,-0.04
0.35,-0.01,10.27,-0.03,0.06,-0.04
0.45,-0.1,9.52,-0.03,0.07,-0.04
0.67,-0.02,8.43,-0.04,0.06,-0.04
0.69,-0.11,7.66,-0.04,0.04,-0.04
0.76,-0.04,7.5,-0.05,-0.01,-0.04
0.63,-0.16,7.84,-0.06,-0.04,-0.05
0.59,-0.11,8.54,-0.07,-0.06,-0.04
0.45,-0.13,9.21,-0.07,-0.07,-0.04
0.43,-0.07,10.09,-0.07,-0.07,-0.04
0.25,-0.08,10.87,-0.06,-0.06,-0.04
0.29,-0.11,11.37,-0.05,-0.03,-0.04
0.16,-0.04,11.39,-0.05,0.01,-0.04
0.3,-0.05,10.76,-0.04,0.05,-0.04
0.37,-0.02,10.03,-0.03,0.07,-0.04
0.55,-0.12,9.03,-0.03,0.07,-0.04
0.67,-0.02,8.14,-0.04,0.05,-0.04
0.74,-0.11,7.46,-0.04,0.02,-0.04
0.71,-0.07,7.61,-0.05,-0.02,-0.04
0.59,-0.17,8.13,-0.06,-0.05,-0.04
0.55,-0.12,8.8,-0.07,-0.06,-0.04
0.48,-0.09,9.59,-0.07,-0.08,-0.04
0.35,-0.08,10.35,-0.07,-0.07,-0.04
0.25,-0.08,11.17,-0.06,-0.05,-0.04
0.21,-0.08,11.44,-0.05,-0.02,-0.04
0.25,-0.02,11.12,-0.04,0.03,-0.04
0.32,-0.04,10.5,-0.04,0.06,-0.04
0.42,-0.06,9.75,-0.03,0.07,-0.04
0.57,-0.06,8.72,-0.03,0.07,-0.04
0.74,-0.06,7.76,-0.04,0.04,-0.04
0.72,-0.07,7.46,-0.04,0.01,-0.04
0.65,-0.14,7.81,-0.05,-0.03,-0.05
0.6,-0.14,8.35,-0.06,-0.06,-0.04
0.5,-0.12,9.12,-0.07,-0.07,-0.04
0.38,-0.06,9.8,-0.07,-0.07,-0.04
0.33,-0.09,10.73,-0.06,-0.06,-0.04
0.26,-0.09,11.29,-0.05,-0.04,-0.04
0.22,-0.05,11.41,-0.05,0,-0.04
0.24,-0.02,10.98,-0.04,0.04,-0.04
0.33,-0.04,10.33,-0.04,0.06,-0.04
0.52,-0.07,9.31,-0.03,0.07,-0.04
0.61,-0.07,8.43,-0.04,0.06,-0.04
0.72,-0.06,7.58,-0.04,0.03,-0.04
0.71,-0.11,7.5,-0.05,0,-0.04
0.64,-0.13,7.9,-0.06,-0.04,-0.04
0.56,-0.13,8.66,-0.07,-0.06,-0.04
0.51,-0.1,9.33,-0.07,-0.07,-0.04
0.4,-0.07,10.21,-0.07,-0.07,-0.04
0.31,-0.08,10.9,-0.06,-0.06,-0.04
0.25,-0.09,11.37,-0.05,-0.03,-0.04
0.22,-0.07,11.35,-0.05,0.01,-0.04
0.28,-0.04,10.83,-0.04,0.04,-0.04
0.4,-0.05,9.95,-0.03,0.07,-0.04
0.54,-0.09,9.12,-0.03,0.07,-0.04
0.66,-0.07,8.09,-0.04,0.05,-0.04
0.73,-0.08,7.55,-0.04,0.02,-0.04
0.72,-0.1,7.63,-0.05,-0.02,-0.04
0.63,-0.14,8.04,-0.06,-0.05,-0.04
0.54,-0.07,8.81,-0.07,-0.07,-0.04
0.42,-0.04,9.67,-0.07,-0.07,-0.04
0.33,-0.04,10.42,-0.07,-0.07,-0.04
0.24,-0.07,11.12,-0.06,-0.05,-0.04
0.2,-0.08,11.46,-0.05,-0.01,-0.04
0.24,-0.07,11.21,-0.04,0.02,-0.04
0.32,-0.04,10.46,-0.04,0.06,-0.04
0.42,-0.05,9.67,-0.03,0.07,-0.04
0.59,-0.07,8.61,-0.03,0.07,-0.04
0.7,-0.04,7.84,-0.04,0.04,-0.04
0.73,-0.1,7.5,-0.04,0,-0.04
0.67,-0.1,7.73,-0.05,-0.03,-0.04
0.61,-0.12,8.35,-0.06,-0.06,-0.04
0.52,-0.12,9.05,-0.07,-0.07,-0.04
0.38,-0.04,9.88,-0.07,-0.07,-0.04
0.32,-0.06,10.62,-0.06,-0.06,-0.04
0.19,-0.06,11.29,-0.05,-0.04,-0.04
0.21,-0.07,11.44,-0.05,0,-0.04
0.24,-0.03,10.98,-0.04,0.04,-0.04
0.36,-0.06,10.3,-0.03,0.06,-0.04
0.49,-0.08,9.29,-0.03,0.07,-0.04
0.59,-0.09,8.49,-0.04,0.06,-0.04
0.74,-0.07,7.61,-0.04,0.03,-0.04
0.72,-0.11,7.49,-0.05,0,-0.04
0.68,-0.12,7.92,-0.06,-0.04,-0.04
0.56,-0.14,8.48,-0.07,-0.06,-0.04
0.53,-0.11,9.32,-0.07,-0.07,-0.04
0.4,-0.05,10.04,-0.07,-0.07,-0.04
0.29,-0.07,10.89,-0.06,-0.06,-0.04
0.2,-0.07,11.42,-0.05,-0.03,-0.04
0.21,-0.06,11.35,-0.05,0.01,-0.04
0.26,-0.02,10.87,-0.04,0.04,-0.04
0.42,-0.03,10.03,-0.03,0.07,-0.04
0.49,-0.07,9.18,-0.03,0.07,-0.04
0.65,-0.1,8.05,-0.04,0.06,-0.04
0.72,-0.01,7.49,-0.04,0.02,-0.04
0.68,-0.12,7.6,-0.05,-0.02,-0.04
0.64,-0.15,7.98,-0.06,-0.04,-0.04
0.51,-0.11,8.77,-0.07,-0.06,-0.04
0.47,-0.09,9.36,-0.07,-0.07,-0.04
0.41,-0.06,10.2,-0.07,-0.07,-0.04
0.3,-0.1,10.96,-0.06,-0.06,-0.04
0.21,-0.09,11.49,-0.05,-0.02,-0.04
0.23,-0.05,11.35,-0.05,0.01,-0.04
0.3,-0.03,10.65,-0.04,0.05,-0.04
0.41,-0.04,9.91,-0.03,0.07,-0.04
0.55,-0.08,8.83,-0.03,0.07,-0.04
0.68,-0.07,7.98,-0.04,0.05,-0.04
0.72,-0.07,7.45,-0.04,0.02,-0.04
0.71,-0.11,7.63,-0.05,-0.02,-0.04
0.62,-0.17,8.22,-0.06,-0.05,-0.04
0.48,-0.14,8.83,-0.07,-0.06,-0.04
0.51,-0.05,9.57,-0.07,-0.07,-0.04
0.38,-0.02,10.25,-0.07,-0.07,-0.04
0.23,-0.1,11.26,-0.06,-0.06,-0.04
0.19,-0.11,11.54,-0.05,-0.02,-0.04
0.21,-0.06,11.17,-0.04,0.03,-0.04
0.31,-0.04,10.51,-0.04,0.06,-0.04
0.43,-0.05,9.78,-0.03,0.07,-0.04
0.61,-0.08,8.69,-0.03,0.07,-0.04
0.68,-0.07,7.86,-0.04,0.05,-0.04
0.73,-0.06,7.47,-0.04,0.01,-0.04
0.7,-0.13,7.71,-0.05,-0.03,-0.04
0.59,-0.15,8.32,-0.06,-0.05,-0.04
0.5,-0.11,9.08,-0.07,-0.07,-0.04
0.42,-0.04,9.75,-0.07,-0.07,-0.04
0.39,-0.05,10.68,-0.06,-0.06,-0.04
0.23,-0.06,11.27,-0.06,-0.04,-0.04
0.16,-0.11,11.49,-0.05,-0.01,-0.04
0.25,-0.05,11.07,-0.04,0.03,-0.04
0.33,-0.04,10.42,-0.03,0.06,-0.04
0.46,-0.06,9.44,-0.03,0.08,-0.04
0.62,-0.08,8.53,-0.04,0.07,-0.04
0.71,-0.07,7.59,-0.04,0.03,-0.04
0.73,-0.1,7.45,-0.04,0,-0.04
0.67,-0.15,7.88,-0.06,-0.04,-0.04
0.59,-0.13,8.47,-0.07,-0.06,-0.04
0.53,-0.12,9.21,-0.08,-0.07,-0.04
0.39,-0.03,9.94,-0.07,-0.07,-0.04
0.36,-0.07,10.85,-0.06,-0.06,-0.04
0.27,-0.08,11.38,-0.05,-0.04,-0.04
0.18,-0.07,11.44,-0.05,0,-0.04
0.23,-0.04,10.94,-0.04,0.04,-0.04
0.38,-0.06,10.05,-0.03,0.07,-0.04
0.48,-0.05,9.25,-0.03,0.08,-0.04
0.66,-0.07,8.15,-0.04,0.06,-0.04
0.71,-0.07,7.51,-0.04,0.03,-0.04
0.72,-0.11,7.53,-0.05,-0.01,-0.04
0.65,-0.14,7.97,-0.06,-0.04,-0.04
0.54,-0.12,8.69,-0.07,-0.06,-0.04
0.5,-0.08,9.34,-0.07,-0.07,-0.05
0.37,-0.03,10.22,-0.07,-0.07,-0.04
0.28,-0.07,10.94,-0.06,-0.06,-0.04
0.19,-0.08,11.54,-0.05,-0.02,-0.04
0.2,-0.04,11.32,-0.05,0.01,-0.04
0.31,-0.04,10.63,-0.04,0.05,-0.04
0.41,-0.05,9.88,-0.03,0.07,-0.04
0.59,-0.07,8.77,-0.03,0.07,-0.04
0.68,-0.06,7.93,-0.04,0.05,-0.04
0.7,-0.07,7.47,-0.04,0.01,-0.04
0.72,-0.13,7.64,-0.05,-0.02,-0.04
0.63,-0.15,8.23,-0.06,-0.05,-0.04
0.53,-0.11,8.87,-0.07,-0.07,-0.04
0.49,-0.1,9.74,-0.07,-0.07,-0.04
0.37,-0.07,10.47,-0.06,-0.07,-0.04
0.26,-0.08,11.23,-0.05,-0.04,-0.04
0.2,-0.07,11.48,-0.05,-0.01,-0.04
0.24,-0.04,11.09,-0.04,0.03,-0.04
0.33,-0.02,10.44,-0.04,0.06,-0.04
0.48,-0.07,9.43,-0.03,0.07,-0.04
0.59,-0.07,8.56,-0.03,0.07,-0.04
0.72,-0.09,7.67,-0.04,0.04,-0.04
0.72,-0.1,7.46,-0.04,0,-0.04
0.67,-0.15,7.79,-0.05,-0.03,-0.04
0.6,-0.14,8.35,-0.07,-0.06,-0.04
0.54,-0.12,9.19,-0.07,-0.07,-0.04
0.37,-0.06,9.87,-0.07,-0.07,-0.04
0.29,-0.07,10.71,-0.06,-0.06,-0.04
0.26,-0.09,11.33,-0.05,-0.04,-0.04
0.17,-0.07,11.44,-0.05,0,-0.04
0.24,-0.03,11.04,-0.04,0.04,-0.04
0.37,-0.05,10.18,-0.03,0.07,-0.04
0.47,-0.06,9.37,-0.03,0.08,-0.04
0.62,-0.06,8.25,-0.04,0.06,-0.04
0.74,-0.06,7.57,-0.04,0.03,-0.04
0.71,-0.12,7.54,-0.05,-0.01,-0.04
0.68,-0.14,7.88,-0.05,-0.04,-0.04
0.54,-0.12,8.6,-0.07,-0.06,-0.04
0.51,-0.11,9.25,-0.07,-0.07,-0.04
0.4,-0.06,10.13,-0.07,-0.07,-0.04
0.32,-0.08,10.87,-0.06,-0.06,-0.04
0.22,-0.08,11.44,-0.05,-0.03,-0.04
0.22,-0.07,11.38,-0.05,0.01,-0.04
0.29,-0.03,10.77,-0.04,0.05,-0.04
0.36,-0.07,10.05,-0.03,0.07,-0.04
0.51,-0.08,9.25,-0.03,0.07,-0.04
0.65,-0.05,8.14,-0.04,0.06,-0.04
0.72,-0.07,7.54,-0.04,0.03,-0.04
0.7,-0.11,7.56,-0.05,-0.01,-0.04
0.63,-0.16,8.07,-0.06,-0.04,-0.04
0.57,-0.11,8.65,-0.07,-0.06,-0.04
0.47,-0.09,9.47,-0.07,-0.07,-0.04
0.38,-0.07,10.15,-0.07,-0.07,-0.04
0.29,-0.08,10.91,-0.06,-0.06,-0.04
0.22,-0.08,11.45,-0.05,-0.03,-0.04
0.19,-0.06,11.35,-0.05,0.01,-0.04
0.3,-0.02,10.66,-0.04,0.05,-0.04
0.41,-0.03,9.91,-0.03,0.07,-0.04
0.57,-0.09,8.9,-0.03,0.07,-0.04
0.63,-0.06,8.06,-0.04,0.05,-0.04
0.76,-0.08,7.51,-0.04,0.02,-0.04
0.71,-0.08,7.59,-0.05,-0.02,-0.04
0.61,-0.14,8.13,-0.06,-0.05,-0.04
0.53,-0.1,8.77,-0.07,-0.06,-0.04
0.47,-0.08,9.57,-0.07,-0.07,-0.04
0.31,-0.05,10.33,-0.07,-0.07,-0.04
0.24,-0.09,11.14,-0.06,-0.05,-0.04
0.17,-0.06,11.48,-0.05,-0.02,-0.04
0.24,-0.06,11.2,-0.05,0.02,-0.04
0.3,-0.05,10.63,-0.04,0.05,-0.04
0.39,-0.04,9.67,-0.03,0.07,-0.04
0.59,-0.1,8.76,-0.03,0.07,-0.04
0.7,-0.06,7.79,-0.04,0.04,-0.04
0.74,-0.07,7.5,-0.04,0.01,-0.04
0.68,-0.12,7.73,-0.05,-0.03,-0.04
0.61,-0.13,8.24,-0.06,-0.05,-0.04
0.52,-0.12,9.05,-0.07,-0.07,-0.04
0.45,-0.1,9.67,-0.07,-0.07,-0.04
0.37,-0.09,10.58,-0.06,-0.07,-0.04
0.26,-0.09,11.26,-0.06,-0.05,-0.04
0.17,-0.08,11.48,-0.05,0,-0.04
0.24,-0.06,11.13,-0.04,0.03,-0.04
0.39,-0.04,10.32,-0.03,0.06,-0.04
0.43,-0.06,9.54,-0.03,0.07,-0.04
0.6,-0.09,8.46,-0.03,0.06,-0.04
0.7,-0.11,7.71,-0.04,0.04,-0.04
0.74,-0.07,7.48,-0.04,0,-0.04
0.68,-0.13,7.83,-0.05,-0.03,-0.04
0.59,-0.12,8.51,-0.07,-0.06,-0.04
0.48,-0.09,9.12,-0.07,-0.07,-0.04
0.35,-0.04,9.96,-0.07,-0.07,-0.04
0.36,-0.08,10.62,-0.06,-0.06,-0.04
0.22,-0.1,11.4,-0.05,-0.04,-0.04
0.19,-0.07,11.47,-0.05,0,-0.04
0.25,-0.04,10.94,-0.04,0.04,-0.04
0.38,-0.05,10.24,-0.03,0.06,-0.04
0.49,-0.06,9.25,-0.03,0.07,-0.04
0.63,-0.07,8.4,-0.04,0.06,-0.04
0.75,-0.07,7.57,-0.04,0.03,-0.04
0.73,-0.1,7.47,-0.05,0,-0.04
0.64,-0.14,7.93,-0.06,-0.04,-0.04
0.59,-0.12,8.51,-0.07,-0.06,-0.04
0.48,-0.08,9.32,-0.07,-0.07,-0.04
0.41,-0.05,9.96,-0.07,-0.07,-0.04
0.31,-0.08,10.88,-0.06,-0.06,-0.04
0.22,-0.11,11.41,-0.05,-0.03,-0.04
0.19,-0.07,11.42,-0.05,0.01,-0.04
0.27,-0.05,10.87,-0.04,0.04,-0.04
0.35,-0.05,10.14,-0.03,0.07,-0.04
0.52,-0.07,9.14,-0.03,0.07,-0.04
0.63,-0.09,8.25,-0.04,0.06,-0.04
0.73,-0.07,7.51,-0.04,0.02,-0.04
0.71,-0.1,7.5,-0.05,-0.01,-0.04
0.65,-0.12,8.03,-0.06,-0.04,-0.04
0.55,-0.11,8.72,-0.07,-0.06,-0.04
0.52,-0.1,9.48,-0.07,-0.07,-0.04
0.39,-0.05,10.16,-0.07,-0.07,-0.04
0.31,-0.1,10.99,-0.06,-0.06,-0.04
0.2,-0.09,11.45,-0.05,-0.03,-0.04
0.22,-0.05,11.35,-0.05,0.02,-0.04
0.27,-0.04,10.8,-0.04,0.05,-0.04
0.39,-0.04,9.9,-0.03,0.07,-0.04
0.56,-0.1,9.06,-0.03,0.07,-0.04
0.67,-0.05,8,-0.04,0.05,-0.04
0.75,-0.09,7.49,-0.04,0.02,-0.04
0.72,-0.12,7.59,-0.05,-0.02,-0.04
0.65,-0.14,8.07,-0.06,-0.04,-0.04
0.53,-0.11,8.82,-0.07,-0.07,-0.04
0.47,-0.11,9.47,-0.07,-0.07,-0.04
0.4,-0.07,10.31,-0.07,-0.07,-0.04
0.29,-0.07,11.03,-0.06,-0.05,-0.04
0.2,-0.09,11.52,-0.05,-0.02,-0.04
0.23,-0.06,11.31,-0.05,0.02,-0.04
0.31,-0.04,10.58,-0.04,0.06,-0.04
0.44,-0.06,9.82,-0.03,0.07,-0.04
0.55,-0.06,8.76,-0.03,0.07,-0.04
0.69,-0.05,7.9,-0.04,0.05,-0.04
0.72,-0.11,7.47,-0.04,0.01,-0.04
0.72,-0.1,7.65,-0.05,-0.02,-0.04
0.59,-0.12,8.26,-0.06,-0.05,-0.04
0.55,-0.13,8.87,-0.07,-0.07,-0.04
0.41,-0.07,9.73,-0.07,-0.07,-0.04
0.4,-0.08,10.36,-0.07,-0.07,-0.04
0.22,-0.05,11.23,-0.05,-0.04,-0.04
0.2,-0.09,11.52,-0.05,-0.02,-0.04
0.24,-0.05,11.12,-0.04,0.03,-0.04
0.33,-0.04,10.45,-0.04,0.06,-0.04
0.48,-0.06,9.52,-0.03,0.07,-0.04
0.57,-0.06,8.67,-0.03,0.07,-0.04
0.7,-0.08,7.72,-0.04,0.04,-0.04
0.74,-0.09,7.46,-0.04,0.01,-0.04
0.65,-0.11,7.77,-0.05,-0.03,-0.04
0.61,-0.15,8.28,-0.06,-0.05,-0.04
0.56,-0.12,9.08,-0.07,-0.07,-0.04
0.43,-0.05,9.73,-0.07,-0.07,-0.04
0.37,-0.08,10.64,-0.06,-0.07,-0.04
0.23,-0.05,11.26,-0.06,-0.04,-0.04
0.19,-0.08,11.48,-0.05,0,-0.04
0.24,-0.03,11.12,-0.04,0.03,-0.04
0.35,-0.04,10.25,-0.03,0.06,-0.04
0.45,-0.06,9.41,-0.03,0.07,-0.04
0.59,-0.07,8.38,-0.03,0.06,-0.04
0.71,-0.07,7.67,-0.04,0.04,-0.04
0.71,-0.08,7.47,-0.05,0,-0.04
0.67,-0.11,7.83,-0.05,-0.03,-0.04
0.57,-0.11,8.58,-0.07,-0.06,-0.04
0.45,-0.14,9.26,-0.08,-0.07,-0.04
0.39,-0.04,9.98,-0.07,-0.08,-0.04
0.31,-0.07,10.7,-0.06,-0.07,-0.04
0.19,-0.12,11.5,-0.05,-0.04,-0.04
0.15,-0.11,11.57,-0.05,0,-0.04
0.26,-0.03,11.12,-0.04,0.04,-0.04
0.38,-0.01,10.24,-0.03,0.07,-0.04
0.49,-0.06,9.34,-0.03,0.08,-0.04
0.67,-0.02,8.08,-0.03,0.06,-0.04
0.71,-0.01,7.47,-0.03,0.03,-0.04
0.73,-0.09,7.62,-0.04,-0.01,-0.04
0.59,-0.2,8.16,-0.06,-0.04,-0.04
0.58,-0.18,8.69,-0.07,-0.06,-0.04
0.49,-0.09,9.33,-0.08,-0.07,-0.04
0.38,-0.03,9.84,-0.07,-0.07,-0.04
0.31,-0.09,10.87,-0.06,-0.07,-0.04
0.19,-0.11,11.51,-0.06,-0.04,-0.04
0.15,-0.07,11.54,-0.05,0,-0.04
0.22,-0.05,10.92,-0.04,0.05,-0.04
0.39,-0.06,10.18,-0.03,0.07,-0.04
0.54,-0.1,9.11,-0.03,0.08,-0.04
0.67,-0.05,8.2,-0.03,0.06,-0.04
0.77,-0.05,7.48,-0.04,0.02,-0.04
0.71,-0.12,7.57,-0.04,-0.01,-0.04
0.61,-0.17,8.16,-0.06,-0.04,-0.04
0.53,-0.16,8.68,-0.07,-0.06,-0.04
0.48,-0.09,9.23,-0.08,-0.07,-0.04
0.47,-0.05,9.8,-0.07,-0.08,-0.04
0.25,-0.06,10.9,-0.06,-0.07,-0.04
0.18,-0.07,11.52,-0.05,-0.04,-0.04
0.19,-0.04,11.46,-0.05,0.01,-0.04
0.25,-0.03,10.86,-0.04,0.05,-0.04
0.4,-0.07,9.92,-0.03,0.08,-0.04
0.53,-0.08,8.98,-0.03,0.08,-0.04
0.67,-0.03,7.95,-0.03,0.06,-0.04
0.76,-0.07,7.48,-0.04,0.02,-0.04
0.68,-0.13,7.64,-0.04,-0.02,-0.04
0.62,-0.2,8.14,-0.06,-0.04,-0.04
0.54,-0.14,8.81,-0.07,-0.06,-0.04
0.54,-0.12,9.31,-0.08,-0.07,-0.04
0.4,-0.06,10.02,-0.07,-0.08,-0.04
0.33,-0.06,10.92,-0.06,-0.07,-0.04
0.15,-0.06,11.59,-0.05,-0.03,-0.04
0.19,-0.05,11.44,-0.05,0.01,-0.04
0.29,0,10.68,-0.04,0.06,-0.04
0.43,-0.06,9.92,-0.03,0.08,-0.04
0.58,-0.1,8.74,-0.03,0.07,-0.04
0.69,-0.05,7.89,-0.03,0.05,-0.04
0.75,-0.07,7.46,-0.04,0.01,-0.04
0.71,-0.15,7.7,-0.05,-0.02,-0.04
0.6,-0.17,8.27,-0.06,-0.05,-0.04
0.52,-0.15,8.88,-0.07,-0.06,-0.04
0.5,-0.09,9.46,-0.08,-0.07,-0.04
0.4,-0.04,10.13,-0.07,-0.07,-0.04
0.26,-0.1,11.19,-0.06,-0.06,-0.04
0.17,-0.08,11.56,-0.05,-0.02,-0.04
0.2,-0.03,11.3,-0.05,0.03,-0.04
0.29,-0.02,10.64,-0.04,0.06,-0.04
0.42,-0.05,9.66,-0.03,0.08,-0.04
0.61,-0.06,8.72,-0.03,0.07,-0.04
0.71,-0.05,7.76,-0.04,0.05,-0.04
0.74,-0.09,7.41,-0.04,0.01,-0.04
0.68,-0.15,7.77,-0.05,-0.03,-0.04
0.58,-0.18,8.37,-0.06,-0.05,-0.04
0.53,-0.13,9,-0.08,-0.06,-0.05
0.43,-0.06,9.46,-0.08,-0.07,-0.04
0.41,-0.03,10.31,-0.07,-0.07,-0.04
0.25,-0.06,11.21,-0.06,-0.06,-0.04
0.16,-0.05,11.55,-0.05,-0.01,-0.04
0.2,-0.04,11.24,-0.04,0.03,-0.04
0.35,-0.04,10.42,-0.03,0.06,-0.04
0.47,-0.05,9.55,-0.03,0.08,-0.04
0.64,-0.06,8.47,-0.03,0.07,-0.04
0.75,0,7.64,-0.03,0.04,-0.04
0.75,-0.1,7.55,-0.04,0,-0.04
0.67,-0.14,7.88,-0.05,-0.03,-0.04
0.57,-0.18,8.51,-0.07,-0.05,-0.04
0.53,-0.14,9.02,-0.08,-0.06,-0.04
0.42,-0.02,9.7,-0.08,-0.07,-0.04
0.35,-0.08,10.43,-0.06,-0.08,-0.04
0.21,-0.1,11.54,-0.05,-0.04,-0.04
0.14,-0.14,11.49,-0.05,-0.01,-0.04
0.26,-0.02,11,-0.04,0.04,-0.04
0.35,-0.06,10.28,-0.03,0.06,-0.04
0.49,-0.09,9.3,-0.03,0.07,-0.04
0.64,-0.03,8.44,-0.03,0.06,-0.04
0.72,-0.08,7.55,-0.04,0.03,-0.04
0.72,-0.1,7.48,-0.04,0,-0.04
0.65,-0.16,7.91,-0.05,-0.04,-0.04
0.55,-0.16,8.53,-0.07,-0.05,-0.04
0.51,-0.13,9.22,-0.08,-0.07,-0.04
0.41,-0.12,9.85,-0.07,-0.07,-0.04
0.35,-0.1,10.83,-0.06,-0.06,-0.04
0.2,-0.07,11.43,-0.06,-0.04,-0.04
0.2,-0.06,11.47,-0.05,0,-0.04
0.24,-0.02,10.99,-0.04,0.04,-0.04
0.39,-0.05,10.03,-0.03,0.07,-0.04
0.55,-0.07,9.22,-0.03,0.08,-0.04
0.63,-0.04,8.31,-0.03,0.06,-0.04
0.71,-0.06,7.51,-0.04,0.03,-0.04
0.73,-0.11,7.58,-0.05,-0.01,-0.04
0.64,-0.14,7.93,-0.06,-0.04,-0.04
0.55,-0.13,8.71,-0.07,-0.06,-0.04
0.52,-0.11,9.31,-0.07,-0.07,-0.04
0.41,-0.02,9.94,-0.07,-0.07,-0.04
0.31,-0.07,10.81,-0.06,-0.06,-0.04
0.22,-0.09,11.44,-0.05,-0.04,-0.04
0.19,-0.03,11.43,-0.05,0.01,-0.04
0.25,-0.01,10.92,-0.04,0.04,-0.04
0.39,-0.04,10,-0.03,0.07,-0.04
0.5,-0.06,9.17,-0.03,0.07,-0.04
0.64,-0.04,8.06,-0.04,0.06,-0.04
0.74,-0.06,7.49,-0.04,0.03,-0.04
0.72,-0.13,7.58,-0.05,-0.01,-0.04
0.62,-0.15,8.03,-0.06,-0.04,-0.04
0.55,-0.12,8.7,-0.07,-0.06,-0.04
0.49,-0.1,9.31,-0.08,-0.07,-0.04
0.4,-0.06,10.15,-0.07,-0.07,-0.04
0.31,-0.1,10.9,-0.06,-0.06,-0.04
0.21,-0.07,11.49,-0.05,-0.03,-0.04
0.2,-0.06,11.41,-0.05,0.01,-0.04
0.29,-0.04,10.71,-0.04,0.05,-0.04
0.41,-0.02,10.01,-0.03,0.07,-0.04
0.55,-0.04,8.85,-0.03,0.07,-0.04
0.66,-0.04,8.03,-0.03,0.05,-0.04
0.73,-0.04,7.48,-0.04,0.01,-0.04
0.81,-0.01,7.67,-0.05,-0.02,-0.04
0.58,-0.12,8.23,-0.06,-0.05,-0.05
0.49,-0.16,8.87,-0.07,-0.06,-0.04
0.43,-0.06,9.69,-0.07,-0.07,-0.04
0.34,-0.06,10.38,-0.06,-0.07,-0.04
0.24,-0.03,11.2,-0.05,-0.04,-0.04
0.2,-0.08,11.52,-0.05,-0.01,-0.04
0.23,-0.05,11.11,-0.04,0.03,-0.04
0.31,-0.03,10.48,-0.04,0.06,-0.04
0.47,-0.05,9.55,-0.03,0.07,-0.04
0.59,-0.06,8.67,-0.04,0.07,-0.04
0.7,-0.05,7.75,-0.04,0.04,-0.04
0.75,-0.07,7.49,-0.04,0.01,-0.04
0.69,-0.14,7.74,-0.05,-0.03,-0.04
0.6,-0.13,8.24,-0.06,-0.05,-0.04
0.5,-0.12,9.07,-0.07,-0.07,-0.04
0.4,-0.08,9.73,-0.07,-0.07,-0.04
0.3,-0.03,10.62,-0.06,-0.06,-0.04
0.25,-0.09,11.24,-0.05,-0.04,-0.04
0.21,-0.07,11.45,-0.05,0,-0.04
